test1	test2	test3
3080.50109	3080.50109	3080.50109
20384.16174	20384.16174	20384.16174
14745.73147	14745.73147	14745.73147
36828.09003	36828.09003	36828.09003
7389.01052	7389.01052	7389.01052
4004.04466	4004.04466	4004.04466
4333.75979	4333.75979	4333.75979
10737.98046	10737.98046	10737.98046
14767.24371	14767.24371	14767.24371
20604.74308	20604.74308	20604.74308
2632.34685	2632.34685	2632.34685
4927.57998	4927.57998	4927.57998
11971.21924	11971.21924	11971.21924
16899.59942	16899.59942	16899.59942
43879.76699	43879.76699	43879.76699
7077.67983	7077.67983	7077.67983
74211.43442	74211.43442	74211.43442
133007.3656	133007.3656	133007.3656
974.04682	974.04682	974.04682
5830.59147	5830.59147	5830.59147
7594.32664	7594.32664	7594.32664
3652.78585	3652.78585	3652.78585
43487.99256	43487.99256	43487.99256
13737.20072	13737.20072	13737.20072
16623.99149	16623.99149	16623.99149
1407.17487	1407.17487	1407.17487
1100.73282	1100.73282	1100.73282
30626.27937	30626.27937	30626.27937
25189.07525	25189.07525	25189.07525
32756.23037	32756.23037	32756.23037
1761.40467	1761.40467	1761.40467
3478.03899	3478.03899	3478.03899
38714.08585	38714.08585	38714.08585
47314.67945	47314.67945	47314.67945
899.78258	899.78258	899.78258
24578.76298	24578.76298	24578.76298
35031.96542	35031.96542	35031.96542
4251.61566	4251.61566	4251.61566
239801.8502	239801.8502	239801.8502
2283.90253	2283.90253	2283.90253
6548.18681	6548.18681	6548.18681
427.84909	427.84909	427.84909
8363.29482	8363.29482	8363.29482
29416.37306	29416.37306	29416.37306
954.26789	954.26789	954.26789
2502.13799	2502.13799	2502.13799
410.13175	410.13175	410.13175
51450.065	51450.065	51450.065
381.99908	381.99908	381.99908
49109.01	49109.01	49109.01
3072.67453	3072.67453	3072.67453
17872.66871	17872.66871	17872.66871
102457.3532	102457.3532	102457.3532
15870.76023	15870.76023	15870.76023
85688.27528	85688.27528	85688.27528
10586.32329	10586.32329	10586.32329
471.61923	471.61923	471.61923
33607.71667	33607.71667	33607.71667
2346.77988	2346.77988	2346.77988
50304.40905	50304.40905	50304.40905
12901.88572	12901.88572	12901.88572
4844.01202	4844.01202	4844.01202
45889.62227	45889.62227	45889.62227
1378.24366	1378.24366	1378.24366
913.93558	913.93558	913.93558
1393.36277	1393.36277	1393.36277
925.20434	925.20434	925.20434
1648.78388	1648.78388	1648.78388
6224.10048	6224.10048	6224.10048
11725.7937	11725.7937	11725.7937
104587.6559	104587.6559	104587.6559
90028.28419	90028.28419	90028.28419
9599.76459	9599.76459	9599.76459
52377.43571	52377.43571	52377.43571
26230.16076	26230.16076	26230.16076
25443.89008	25443.89008	25443.89008
2385.55021	2385.55021	2385.55021
2597.61279	2597.61279	2597.61279
1404.09329	1404.09329	1404.09329
1336.9716	1336.9716	1336.9716
1938.30252	1938.30252	1938.30252
18296.98985	18296.98985	18296.98985
10078.73106	10078.73106	10078.73106
4593.90981	4593.90981	4593.90981
8489.64603	8489.64603	8489.64603
62531.07273	62531.07273	62531.07273
36336.60073	36336.60073	36336.60073
7489.3617	7489.3617	7489.3617
168910.5762	168910.5762	168910.5762
66449.29239	66449.29239	66449.29239
4223.13781	4223.13781	4223.13781
21424.00151	21424.00151	21424.00151
3150.31207	3150.31207	3150.31207
29056.60377	29056.60377	29056.60377
13454.25827	13454.25827	13454.25827
687.75236	687.75236	687.75236
33246.39301	33246.39301	33246.39301
9835.78346	9835.78346	9835.78346
5611.63675	5611.63675	5611.63675
23727.32724	23727.32724	23727.32724
14463.17238	14463.17238	14463.17238
81795.92347	81795.92347	81795.92347
42576.83771	42576.83771	42576.83771
49236.03336	49236.03336	49236.03336
137201.6152	137201.6152	137201.6152
234695.8073	234695.8073	234695.8073
16937.21417	16937.21417	16937.21417
6488.4412	6488.4412	6488.4412
3081.59572	3081.59572	3081.59572
4573.22491	4573.22491	4573.22491
38681.65254	38681.65254	38681.65254
38817.66606	38817.66606	38817.66606
3996.09791	3996.09791	3996.09791
42226.66169	42226.66169	42226.66169
2395.68798	2395.68798	2395.68798
960.12292	960.12292	960.12292
2015.51673	2015.51673	2015.51673
12872.57583	12872.57583	12872.57583
1545.83733	1545.83733	1545.83733
21134.3664	21134.3664	21134.3664
990.76841	990.76841	990.76841
123830.6831	123830.6831	123830.6831
19804.71937	19804.71937	19804.71937
9890.22168	9890.22168	9890.22168
140.04222	140.04222	140.04222
1880.83132	1880.83132	1880.83132
1315.76935	1315.76935	1315.76935
15266.7508	15266.7508	15266.7508
985.48662	985.48662	985.48662
20487.38633	20487.38633	20487.38633
2505.82122	2505.82122	2505.82122
50309.51987	50309.51987	50309.51987
3731.34146	3731.34146	3731.34146
4414.2345	4414.2345	4414.2345
1245.03203	1245.03203	1245.03203
48785.08131	48785.08131	48785.08131
4770.12938	4770.12938	4770.12938
1587.40079	1587.40079	1587.40079
332292.4008	332292.4008	332292.4008
71433.25143	71433.25143	71433.25143
4103.99572	4103.99572	4103.99572
2486.12223	2486.12223	2486.12223
7022.66175	7022.66175	7022.66175
82324.11301	82324.11301	82324.11301
11616.78588	11616.78588	11616.78588
7107.10521	7107.10521	7107.10521
10413.85027	10413.85027	10413.85027
75.46836	75.46836	75.46836
14401.14945	14401.14945	14401.14945
3726.19603	3726.19603	3726.19603
7064.41039	7064.41039	7064.41039
781.71699	781.71699	781.71699
4475.59613	4475.59613	4475.59613
4032.46786	4032.46786	4032.46786
4288.71242	4288.71242	4288.71242
7038.38276	7038.38276	7038.38276
6241.48485	6241.48485	6241.48485
44345.33299	44345.33299	44345.33299
200.26148	200.26148	200.26148
38353.82618	38353.82618	38353.82618
416.28724	416.28724	416.28724
3146.63794	3146.63794	3146.63794
408045.9052	408045.9052	408045.9052
134750.969	134750.969	134750.969
156142.7361	156142.7361	156142.7361
8606.57322	8606.57322	8606.57322
1332.56173	1332.56173	1332.56173
10539.85969	10539.85969	10539.85969
3430.49572	3430.49572	3430.49572
17786.58468	17786.58468	17786.58468
11246.54572	11246.54572	11246.54572
41660.79632	41660.79632	41660.79632
1525.28588	1525.28588	1525.28588
932.80696	932.80696	932.80696
651.39411	651.39411	651.39411
164407.2321	164407.2321	164407.2321
11711.47525	11711.47525	11711.47525
42395.09632	42395.09632	42395.09632
4132.41323	4132.41323	4132.41323
39740.3305	39740.3305	39740.3305
1985.54242	1985.54242	1985.54242
13752.50383	13752.50383	13752.50383
1800.57742	1800.57742	1800.57742
12644.23624	12644.23624	12644.23624
9870.40308	9870.40308	9870.40308
11156.3439	11156.3439	11156.3439
62977.25946	62977.25946	62977.25946
261.251	261.251	261.251
2623.26402	2623.26402	2623.26402
11683.63535	11683.63535	11683.63535
442.8543	442.8543	442.8543
3635.80349	3635.80349	3635.80349
72347.9026	72347.9026	72347.9026
1594.15619	1594.15619	1594.15619
214.18974	214.18974	214.18974
36569.46597	36569.46597	36569.46597
68708.2485	68708.2485	68708.2485
21253.95862	21253.95862	21253.95862
348305.749	348305.749	348305.749
1716.65746	1716.65746	1716.65746
18826.87696	18826.87696	18826.87696
787.67831	787.67831	787.67831
7695.44177	7695.44177	7695.44177
4706.58683	4706.58683	4706.58683
310.73446	310.73446	310.73446
1664.80123	1664.80123	1664.80123
3526.36396	3526.36396	3526.36396
19170.33878	19170.33878	19170.33878
17848.01914	17848.01914	17848.01914
110883.0051	110883.0051	110883.0051
8972.28861	8972.28861	8972.28861
51.09838	51.09838	51.09838
59.34718	59.34718	59.34718
1658.09693	1658.09693	1658.09693
57088.53242	57088.53242	57088.53242
992.74178	992.74178	992.74178
8313.93923	8313.93923	8313.93923
1688.85024	1688.85024	1688.85024
57.52688	57.52688	57.52688
62338.10566	62338.10566	62338.10566
27797.77232	27797.77232	27797.77232
43355.10768	43355.10768	43355.10768
558.04026	558.04026	558.04026
3449.89799	3449.89799	3449.89799
926.97152	926.97152	926.97152
18158.12158	18158.12158	18158.12158
50819.87402	50819.87402	50819.87402
911.2002	911.2002	911.2002
92508.20279	92508.20279	92508.20279
11741.13636	11741.13636	11741.13636
30774.33706	30774.33706	30774.33706
45176.32348	45176.32348	45176.32348
9398.27295	9398.27295	9398.27295
1259.20418	1259.20418	1259.20418
9741.55139	9741.55139	9741.55139
7187.12565	7187.12565	7187.12565
38313.66707	38313.66707	38313.66707
2460.34662	2460.34662	2460.34662
49050.40878	49050.40878	49050.40878
601.37372	601.37372	601.37372
28786.57116	28786.57116	28786.57116
9812.0128	9812.0128	9812.0128
200074.4052	200074.4052	200074.4052
2503.02185	2503.02185	2503.02185
73043.37822	73043.37822	73043.37822
5426.37279	5426.37279	5426.37279
26429.95989	26429.95989	26429.95989
19969.48517	19969.48517	19969.48517
13570.06112	13570.06112	13570.06112
58704.18801	58704.18801	58704.18801
26575.16496	26575.16496	26575.16496
16285.14278	16285.14278	16285.14278
31060.12177	31060.12177	31060.12177
5352.64847	5352.64847	5352.64847
25107.90771	25107.90771	25107.90771
1779.30758	1779.30758	1779.30758
113680.6318	113680.6318	113680.6318
86626.10046	86626.10046	86626.10046
4575.08161	4575.08161	4575.08161
49975.12669	49975.12669	49975.12669
19591.67712	19591.67712	19591.67712
3561.28769	3561.28769	3561.28769
6426.88879	6426.88879	6426.88879
2798.59423	2798.59423	2798.59423
3032.34042	3032.34042	3032.34042
32526.69161	32526.69161	32526.69161
39891.39119	39891.39119	39891.39119
38435.67894	38435.67894	38435.67894
2968.32579	2968.32579	2968.32579
13531.30678	13531.30678	13531.30678
76371.58183	76371.58183	76371.58183
38839.63427	38839.63427	38839.63427
24155.51112	24155.51112	24155.51112
29863.21392	29863.21392	29863.21392
12399.2817	12399.2817	12399.2817
22965.89071	22965.89071	22965.89071
907.35336	907.35336	907.35336
43789.82797	43789.82797	43789.82797
14902.96221	14902.96221	14902.96221
27290.19424	27290.19424	27290.19424
1058.23461	1058.23461	1058.23461
128012.2173	128012.2173	128012.2173
89267.59582	89267.59582	89267.59582
2876.11665	2876.11665	2876.11665
54806.0049	54806.0049	54806.0049
16957.25843	16957.25843	16957.25843
17665.77586	17665.77586	17665.77586
348.56688	348.56688	348.56688
726.63551	726.63551	726.63551
9412.2781	9412.2781	9412.2781
1328.86991	1328.86991	1328.86991
572.02707	572.02707	572.02707
72532.99768	72532.99768	72532.99768
45861.95194	45861.95194	45861.95194
35164.33566	35164.33566	35164.33566
65949.275	65949.275	65949.275
16231.88621	16231.88621	16231.88621
17184.96182	17184.96182	17184.96182
43542.4282	43542.4282	43542.4282
1763.3831	1763.3831	1763.3831
17774.30118	17774.30118	17774.30118
31413.19497	31413.19497	31413.19497
36059.85493	36059.85493	36059.85493
76785.05679	76785.05679	76785.05679
123614.8162	123614.8162	123614.8162
44024.71755	44024.71755	44024.71755
3877.8626	3877.8626	3877.8626
81885.32348	81885.32348	81885.32348
1218.05389	1218.05389	1218.05389
1959.40283	1959.40283	1959.40283
97763.277	97763.277	97763.277
9603.30793	9603.30793	9603.30793
6588.0189	6588.0189	6588.0189
28660.32145	28660.32145	28660.32145
722.81604	722.81604	722.81604
16622.28059	16622.28059	16622.28059
3958.28102	3958.28102	3958.28102
5724.75806	5724.75806	5724.75806
94028.39437	94028.39437	94028.39437
102250.4074	102250.4074	102250.4074
10327.59181	10327.59181	10327.59181
31877.93287	31877.93287	31877.93287
378420.0471	378420.0471	378420.0471
3659.69646	3659.69646	3659.69646
1596.20939	1596.20939	1596.20939
6488.80683	6488.80683	6488.80683
15730.90093	15730.90093	15730.90093
20752.11694	20752.11694	20752.11694
1512.51093	1512.51093	1512.51093
34737.4667	34737.4667	34737.4667
60121.84569	60121.84569	60121.84569
16161.96777	16161.96777	16161.96777
4525.77105	4525.77105	4525.77105
1320.43418	1320.43418	1320.43418
15450.54362	15450.54362	15450.54362
5032.73634	5032.73634	5032.73634
1435.83074	1435.83074	1435.83074
8054.54106	8054.54106	8054.54106
2825.67713	2825.67713	2825.67713
15329.55867	15329.55867	15329.55867
16134.50088	16134.50088	16134.50088
3667.11767	3667.11767	3667.11767
1343.1954	1343.1954	1343.1954
11835.22261	11835.22261	11835.22261
1413.69863	1413.69863	1413.69863
952.70293	952.70293	952.70293
11698.75671	11698.75671	11698.75671
7233.99102	7233.99102	7233.99102
17776.23013	17776.23013	17776.23013
4343.69175	4343.69175	4343.69175
998.38389	998.38389	998.38389
133215.3924	133215.3924	133215.3924
41445.54072	41445.54072	41445.54072
6846.50988	6846.50988	6846.50988
103737.3409	103737.3409	103737.3409
21576.14794	21576.14794	21576.14794
80232.36087	80232.36087	80232.36087
160352.9605	160352.9605	160352.9605
14065.151	14065.151	14065.151
123676.8907	123676.8907	123676.8907
2487.47913	2487.47913	2487.47913
4281.63214	4281.63214	4281.63214
238419.7775	238419.7775	238419.7775
24611.82815	24611.82815	24611.82815
7796.09402	7796.09402	7796.09402
63306.64127	63306.64127	63306.64127
41910.02278	41910.02278	41910.02278
6544.92655	6544.92655	6544.92655
23485.3662	23485.3662	23485.3662
32079.2808	32079.2808	32079.2808
31602.31614	31602.31614	31602.31614
190822.3856	190822.3856	190822.3856
16626.12613	16626.12613	16626.12613
22761.44664	22761.44664	22761.44664
400.44097	400.44097	400.44097
731.82375	731.82375	731.82375
777.45269	777.45269	777.45269
145468.1878	145468.1878	145468.1878
49821.35221	49821.35221	49821.35221
94.10821	94.10821	94.10821
3502.8368	3502.8368	3502.8368
4139.51226	4139.51226	4139.51226
247773.993	247773.993	247773.993
1090.47191	1090.47191	1090.47191
1170.20239	1170.20239	1170.20239
4191.88029	4191.88029	4191.88029
24138.87724	24138.87724	24138.87724
6003.40282	6003.40282	6003.40282
40312.6219	40312.6219	40312.6219
2311.3903	2311.3903	2311.3903
2516.11397	2516.11397	2516.11397
180.90193	180.90193	180.90193
187491.5343	187491.5343	187491.5343
286714.85	286714.85	286714.85
665.34479	665.34479	665.34479
914.27249	914.27249	914.27249
60143.3943	60143.3943	60143.3943
14963.49727	14963.49727	14963.49727
15511.34372	15511.34372	15511.34372
251.84791	251.84791	251.84791
6585.86359	6585.86359	6585.86359
52666.8029	52666.8029	52666.8029
18229.63118	18229.63118	18229.63118
6719.71737	6719.71737	6719.71737
31669.18113	31669.18113	31669.18113
7908.42451	7908.42451	7908.42451
26661.07615	26661.07615	26661.07615
139436.13	139436.13	139436.13
128.92136	128.92136	128.92136
4008.62507	4008.62507	4008.62507
1035.05393	1035.05393	1035.05393
19698.75136	19698.75136	19698.75136
5927.09158	5927.09158	5927.09158
30255.37985	30255.37985	30255.37985
15665.29035	15665.29035	15665.29035
1220.38288	1220.38288	1220.38288
30044.05174	30044.05174	30044.05174
5996.85852	5996.85852	5996.85852
925.97758	925.97758	925.97758
269.58602	269.58602	269.58602
2650.84095	2650.84095	2650.84095
72264.47438	72264.47438	72264.47438
18413.66209	18413.66209	18413.66209
49875.8967	49875.8967	49875.8967
672.6649	672.6649	672.6649
56590.86302	56590.86302	56590.86302
34933.65794	34933.65794	34933.65794
11096.86365	11096.86365	11096.86365
10725.06438	10725.06438	10725.06438
6107.10999	6107.10999	6107.10999
2444.26608	2444.26608	2444.26608
2980.95531	2980.95531	2980.95531
118170.1094	118170.1094	118170.1094
13312.82921	13312.82921	13312.82921
6725.60769	6725.60769	6725.60769
19595.30668	19595.30668	19595.30668
30429.40613	30429.40613	30429.40613
11358.28331	11358.28331	11358.28331
5206.26232	5206.26232	5206.26232
645.77966	645.77966	645.77966
889.77546	889.77546	889.77546
10060.37206	10060.37206	10060.37206
164263.3703	164263.3703	164263.3703
17921.82511	17921.82511	17921.82511
2757.62945	2757.62945	2757.62945
2365.10385	2365.10385	2365.10385
3882.75387	3882.75387	3882.75387
11161.37041	11161.37041	11161.37041
569.23329	569.23329	569.23329
5009.04977	5009.04977	5009.04977
17213.72855	17213.72855	17213.72855
32249.82864	32249.82864	32249.82864
25612.6204	25612.6204	25612.6204
3911.02976	3911.02976	3911.02976
10969.23284	10969.23284	10969.23284
14682.37935	14682.37935	14682.37935
111482.7229	111482.7229	111482.7229
25254.43028	25254.43028	25254.43028
69697.31115	69697.31115	69697.31115
402170.2572	402170.2572	402170.2572
9206.889	9206.889	9206.889
35772.17533	35772.17533	35772.17533
5641.24953	5641.24953	5641.24953
28929.96368	28929.96368	28929.96368
1543.62707	1543.62707	1543.62707
16547.44641	16547.44641	16547.44641
0.67777	0.67777	0.67777
102067.6876	102067.6876	102067.6876
103159.3462	103159.3462	103159.3462
2422.25313	2422.25313	2422.25313
342427.2164	342427.2164	342427.2164
14391.73205	14391.73205	14391.73205
9141.22633	9141.22633	9141.22633
1684.69197	1684.69197	1684.69197
75374.63953	75374.63953	75374.63953
269993.3788	269993.3788	269993.3788
5405.54655	5405.54655	5405.54655
46569.94465	46569.94465	46569.94465
17164.67687	17164.67687	17164.67687
100791.3098	100791.3098	100791.3098
34663.87755	34663.87755	34663.87755
9176.11048	9176.11048	9176.11048
4143.03014	4143.03014	4143.03014
934.78167	934.78167	934.78167
7361.69545	7361.69545	7361.69545
14791.44302	14791.44302	14791.44302
21543.07518	21543.07518	21543.07518
2148.4009	2148.4009	2148.4009
8310.95769	8310.95769	8310.95769
52969.14358	52969.14358	52969.14358
4058.70348	4058.70348	4058.70348
24193.90779	24193.90779	24193.90779
67474.37404	67474.37404	67474.37404
49569.57168	49569.57168	49569.57168
10220.19187	10220.19187	10220.19187
75218.68211	75218.68211	75218.68211
5523.82315	5523.82315	5523.82315
327.59105	327.59105	327.59105
4789.05062	4789.05062	4789.05062
26783.64503	26783.64503	26783.64503
41511.35338	41511.35338	41511.35338
75527.28647	75527.28647	75527.28647
663.20646	663.20646	663.20646
76848.76808	76848.76808	76848.76808
140193.4768	140193.4768	140193.4768
41451.57969	41451.57969	41451.57969
219072.2181	219072.2181	219072.2181
9350.77031	9350.77031	9350.77031
4028.9527	4028.9527	4028.9527
966.1751	966.1751	966.1751
5064.73267	5064.73267	5064.73267
8620.69793	8620.69793	8620.69793
20030.66562	20030.66562	20030.66562
63205.45232	63205.45232	63205.45232
4056.26245	4056.26245	4056.26245
18105.46321	18105.46321	18105.46321
100220.2261	100220.2261	100220.2261
5447.76515	5447.76515	5447.76515
87935.59145	87935.59145	87935.59145
841.76252	841.76252	841.76252
10186.53278	10186.53278	10186.53278
148.16866	148.16866	148.16866
115565.7023	115565.7023	115565.7023
5170.98982	5170.98982	5170.98982
9375.77427	9375.77427	9375.77427
9576.09038	9576.09038	9576.09038
40918.12633	40918.12633	40918.12633
171067.7875	171067.7875	171067.7875
6540.30721	6540.30721	6540.30721
28155.90539	28155.90539	28155.90539
756.05117	756.05117	756.05117
28580.84323	28580.84323	28580.84323
4435.94842	4435.94842	4435.94842
85123.42977	85123.42977	85123.42977
152472.5322	152472.5322	152472.5322
6602.2802	6602.2802	6602.2802
46030.99261	46030.99261	46030.99261
140270.9208	140270.9208	140270.9208
3436.4614	3436.4614	3436.4614
533.17536	533.17536	533.17536
2169.4155	2169.4155	2169.4155
25301.26364	25301.26364	25301.26364
6264.27519	6264.27519	6264.27519
98713.70095	98713.70095	98713.70095
4135.43636	4135.43636	4135.43636
567.8352	567.8352	567.8352
1943.39907	1943.39907	1943.39907
20874.04508	20874.04508	20874.04508
9925.18501	9925.18501	9925.18501
1690.64437	1690.64437	1690.64437
109764.1723	109764.1723	109764.1723
14472.41642	14472.41642	14472.41642
45124.23941	45124.23941	45124.23941
4965.3293	4965.3293	4965.3293
9487.19567	9487.19567	9487.19567
118844.8256	118844.8256	118844.8256
1143.3049	1143.3049	1143.3049
1200.38056	1200.38056	1200.38056
1554.98557	1554.98557	1554.98557
2291.64062	2291.64062	2291.64062
5565.67138	5565.67138	5565.67138
1015.04305	1015.04305	1015.04305
45007.62867	45007.62867	45007.62867
866.05081	866.05081	866.05081
13759.04236	13759.04236	13759.04236
176649.2237	176649.2237	176649.2237
31009.24656	31009.24656	31009.24656
6252.56312	6252.56312	6252.56312
37944.28673	37944.28673	37944.28673
27111.59304	27111.59304	27111.59304
13417.73764	13417.73764	13417.73764
2646.19299	2646.19299	2646.19299
4351.63571	4351.63571	4351.63571
1638.92917	1638.92917	1638.92917
2676.36355	2676.36355	2676.36355
2680.73031	2680.73031	2680.73031
55238.43798	55238.43798	55238.43798
40976.51369	40976.51369	40976.51369
155478.205	155478.205	155478.205
26890.73156	26890.73156	26890.73156
64888.145	64888.145	64888.145
1955.4694	1955.4694	1955.4694
110.5503	110.5503	110.5503
11133.52065	11133.52065	11133.52065
8268.88234	8268.88234	8268.88234
2638.08388	2638.08388	2638.08388
10796.31721	10796.31721	10796.31721
1216.89841	1216.89841	1216.89841
32930.17296	32930.17296	32930.17296
298518.5747	298518.5747	298518.5747
200336.8503	200336.8503	200336.8503
375.0332	375.0332	375.0332
373.01739	373.01739	373.01739
63904.24612	63904.24612	63904.24612
89988.32195	89988.32195	89988.32195
1542.92453	1542.92453	1542.92453
3480.47232	3480.47232	3480.47232
46817.61176	46817.61176	46817.61176
18213.33875	18213.33875	18213.33875
1459.78879	1459.78879	1459.78879
2651.4792	2651.4792	2651.4792
196243.3257	196243.3257	196243.3257
23992.04319	23992.04319	23992.04319
2070.19706	2070.19706	2070.19706
7233.5382	7233.5382	7233.5382
70439.98587	70439.98587	70439.98587
644.56352	644.56352	644.56352
2465.22581	2465.22581	2465.22581
9324.58693	9324.58693	9324.58693
3026.2359	3026.2359	3026.2359
14533.90068	14533.90068	14533.90068
3854.15501	3854.15501	3854.15501
28688.83003	28688.83003	28688.83003
1809.09822	1809.09822	1809.09822
183004.0141	183004.0141	183004.0141
9251.52894	9251.52894	9251.52894
9926.14344	9926.14344	9926.14344
2418.64585	2418.64585	2418.64585
27664.47062	27664.47062	27664.47062
27677.71777	27677.71777	27677.71777
55661.8956	55661.8956	55661.8956
7584.55336	7584.55336	7584.55336
768.42473	768.42473	768.42473
29246.90044	29246.90044	29246.90044
1850.66712	1850.66712	1850.66712
471.44586	471.44586	471.44586
64780.302	64780.302	64780.302
986.98326	986.98326	986.98326
27342.66093	27342.66093	27342.66093
29065.898	29065.898	29065.898
6030.57488	6030.57488	6030.57488
17159.02434	17159.02434	17159.02434
22374.13303	22374.13303	22374.13303
6816.60331	6816.60331	6816.60331
4489.45833	4489.45833	4489.45833
20711.68243	20711.68243	20711.68243
834.09781	834.09781	834.09781
204015.7299	204015.7299	204015.7299
9999.2397	9999.2397	9999.2397
44984.13128	44984.13128	44984.13128
76167.08394	76167.08394	76167.08394
15683.40105	15683.40105	15683.40105
2619.2052	2619.2052	2619.2052
6822.39765	6822.39765	6822.39765
1297.57892	1297.57892	1297.57892
30932.90536	30932.90536	30932.90536
3345.01643	3345.01643	3345.01643
2819.97372	2819.97372	2819.97372
61953.20402	61953.20402	61953.20402
2562.07849	2562.07849	2562.07849
641.46176	641.46176	641.46176
1629.88758	1629.88758	1629.88758
34457.32951	34457.32951	34457.32951
46678.74321	46678.74321	46678.74321
609.93636	609.93636	609.93636
5674.88497	5674.88497	5674.88497
3885.12534	3885.12534	3885.12534
15280.56956	15280.56956	15280.56956
145.14314	145.14314	145.14314
6507.48277	6507.48277	6507.48277
4287.49118	4287.49118	4287.49118
4465.71546	4465.71546	4465.71546
1142.43647	1142.43647	1142.43647
77612.20282	77612.20282	77612.20282
21051.26141	21051.26141	21051.26141
5806.76873	5806.76873	5806.76873
6198.09952	6198.09952	6198.09952
2440.89444	2440.89444	2440.89444
11292.04714	11292.04714	11292.04714
39506.86007	39506.86007	39506.86007
9276.76369	9276.76369	9276.76369
19730.85594	19730.85594	19730.85594
25417.10989	25417.10989	25417.10989
35725.33844	35725.33844	35725.33844
3004.28104	3004.28104	3004.28104
23751.99785	23751.99785	23751.99785
8074.94749	8074.94749	8074.94749
21917.34184	21917.34184	21917.34184
9929.07457	9929.07457	9929.07457
9572.30421	9572.30421	9572.30421
1423.97629	1423.97629	1423.97629
44720.37816	44720.37816	44720.37816
6078.16514	6078.16514	6078.16514
9117.93703	9117.93703	9117.93703
2395.78218	2395.78218	2395.78218
458.35662	458.35662	458.35662
32066.19656	32066.19656	32066.19656
28315.65088	28315.65088	28315.65088
170.62199	170.62199	170.62199
4842.92772	4842.92772	4842.92772
3564.1298	3564.1298	3564.1298
185662.3842	185662.3842	185662.3842
79412.14638	79412.14638	79412.14638
8587.31812	8587.31812	8587.31812
81786.25984	81786.25984	81786.25984
9615.68921	9615.68921	9615.68921
13.13885	13.13885	13.13885
15001.15513	15001.15513	15001.15513
73703.19552	73703.19552	73703.19552
1555.74907	1555.74907	1555.74907
39.45984	39.45984	39.45984
4074.82199	4074.82199	4074.82199
458.31737	458.31737	458.31737
3091.19197	3091.19197	3091.19197
559.40904	559.40904	559.40904
4963.27758	4963.27758	4963.27758
103.97958	103.97958	103.97958
916.33982	916.33982	916.33982
2673.11341	2673.11341	2673.11341
22267.3758	22267.3758	22267.3758
1504.8236	1504.8236	1504.8236
526.6158	526.6158	526.6158
6938.07102	6938.07102	6938.07102
82294.39802	82294.39802	82294.39802
49874.44706	49874.44706	49874.44706
1071.02921	1071.02921	1071.02921
10444.69686	10444.69686	10444.69686
853.17218	853.17218	853.17218
37742.01818	37742.01818	37742.01818
2544.6566	2544.6566	2544.6566
10481.2194	10481.2194	10481.2194
21490.89582	21490.89582	21490.89582
12997.31006	12997.31006	12997.31006
6948.75395	6948.75395	6948.75395
1577.60095	1577.60095	1577.60095
4095.77956	4095.77956	4095.77956
1527.29345	1527.29345	1527.29345
4778.89175	4778.89175	4778.89175
11280.95328	11280.95328	11280.95328
107148.0514	107148.0514	107148.0514
1138.28079	1138.28079	1138.28079
8389.37383	8389.37383	8389.37383
46122.37087	46122.37087	46122.37087
1228.39951	1228.39951	1228.39951
9654.02293	9654.02293	9654.02293
23888.33074	23888.33074	23888.33074
46981.05999	46981.05999	46981.05999
8972.24141	8972.24141	8972.24141
35720.09584	35720.09584	35720.09584
36796.14205	36796.14205	36796.14205
2298.42826	2298.42826	2298.42826
10561.77187	10561.77187	10561.77187
2777.48874	2777.48874	2777.48874
4670.54864	4670.54864	4670.54864
5296.61429	5296.61429	5296.61429
41945.71221	41945.71221	41945.71221
208759.4323	208759.4323	208759.4323
14452.36822	14452.36822	14452.36822
36199.37371	36199.37371	36199.37371
65868.46834	65868.46834	65868.46834
752.27391	752.27391	752.27391
12612.81615	12612.81615	12612.81615
20655.05213	20655.05213	20655.05213
122825.491	122825.491	122825.491
4465.53068	4465.53068	4465.53068
2716.48459	2716.48459	2716.48459
24460.46068	24460.46068	24460.46068
37787.7141	37787.7141	37787.7141
32896.65283	32896.65283	32896.65283
386.22319	386.22319	386.22319
150.85408	150.85408	150.85408
2490.9508	2490.9508	2490.9508
17916.14503	17916.14503	17916.14503
39145.44729	39145.44729	39145.44729
1682.324	1682.324	1682.324
45951.05669	45951.05669	45951.05669
148548.0952	148548.0952	148548.0952
34595.10772	34595.10772	34595.10772
3087.07339	3087.07339	3087.07339
34126.94107	34126.94107	34126.94107
828.59671	828.59671	828.59671
9373.30522	9373.30522	9373.30522
20088.20051	20088.20051	20088.20051
440.79595	440.79595	440.79595
153111.8888	153111.8888	153111.8888
21533.45466	21533.45466	21533.45466
155586.9515	155586.9515	155586.9515
100289.9496	100289.9496	100289.9496
1113.46704	1113.46704	1113.46704
29453.72956	29453.72956	29453.72956
12383.70308	12383.70308	12383.70308
1521.80512	1521.80512	1521.80512
46621.93541	46621.93541	46621.93541
979.97036	979.97036	979.97036
7819.03951	7819.03951	7819.03951
91233.83168	91233.83168	91233.83168
5141.63893	5141.63893	5141.63893
983.58055	983.58055	983.58055
9508.10906	9508.10906	9508.10906
10205.28786	10205.28786	10205.28786
24200.71076	24200.71076	24200.71076
32.35675	32.35675	32.35675
108241.8751	108241.8751	108241.8751
7122.88606	7122.88606	7122.88606
46305.79068	46305.79068	46305.79068
31029.69666	31029.69666	31029.69666
